fung,AI,isolate,code,date_measured,DPI,trt,rate_ppm,rep,length_mm,width_mm,avg_mm,area
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,0.01,1,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,0.01,2,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,0.01,3,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,0.1,1,78.23,76.74,72.485,4125.983427
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,0.1,2,65.61,66.93,61.27,2947.965772
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,0.1,3,82.69,83.89,78.29,4813.53518
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,1,1,26.32,25.76,21.04,347.6094882
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,1,2,26.07,25.57,20.82,340.3893002
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,1,3,26.17,25.07,20.62,333.6916222
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,10,1,9.55,9.3,4.425,15.36586188
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,10,2,11.13,10.49,5.81,26.43077464
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,10,3,9.49,7.26,3.375,7.969514275
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,100,1,10.29,9.88,5.085,20.2746127
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,100,2,11.06,10.39,5.725,25.65301778
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,100,3,8.15,9.44,3.795,10.98425475
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,500,1,8.83,8.82,3.825,11.49050748
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,500,2,8.82,8.34,3.58,10.02044255
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,500,3,9.09,8.43,3.76,11.01779026
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,1000,1,9.12,7.81,3.465,9.09244345
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,1000,2,7.79,7.14,2.465,4.689159975
Fontelis,Penthiopyrad,GD-16-1,SB1,1/11/24,7,2,1000,3,7.26,7.27,2.265,4.029130825
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0,1,84,84,79,4901.525375
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0,2,84,84,79,4901.525375
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0,3,84,84,79,4901.525375
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0.01,1,84,84,79,4901.525375
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0.01,2,84,84,79,4901.525375
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0.01,3,84,84,79,4901.525375
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0.1,1,55.61,56.32,50.965,2039.858571
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0.1,2,65.1,64.33,59.715,2800.437555
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,0.1,3,67.72,64.18,60.95,2915.13105
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,1,1,24.74,24.03,19.385,295.0278466
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,1,2,24.57,23.37,18.97,282.3430193
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,1,3,20.15,20.5,15.325,184.4256844
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,10,1,10.99,9.34,5.165,20.41707973
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,10,2,6.95,7.28,2.115,3.49177725
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,10,3,11.9,9.87,5.885,26.39095613
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,100,1,11.3,8.71,5.005,18.35656988
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,100,2,11.67,10.03,5.85,26.34940979
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,100,3,10.96,9.7,5.33,21.9999245
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,500,1,10.7,7.78,4.24,12.44505225
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,500,2,8.63,8.78,3.705,10.77644453
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,500,3,9.79,8.87,4.33,14.55873199
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,1000,1,7.67,7.53,2.6,5.305286663
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,1000,2,8.72,8.64,3.68,10.6346058
Fontelis,Penthiopyrad,LrwHC-1,SB15,1/11/24,7,2,1000,3,8.8,8.8,3.8,11.340815
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0,1,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0,2,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0,3,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0.01,1,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0.01,2,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0.01,3,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0.1,1,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0.1,2,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,0.1,3,84,84,79,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,1,1,27.14,17.92,17.53,224.6555763
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,1,2,21.54,23.87,17.705,245.1232342
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,1,3,26.9,25.64,21.27,355.002066
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,10,1,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,10,2,5.24,5,0.12,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,10,3,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,100,1,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,100,2,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,100,3,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,500,1,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,500,2,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,500,3,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,1000,1,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,1000,2,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,7/31/23,7,1,1000,3,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0,1,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0,2,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0,3,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0.01,1,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0.01,2,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0.01,3,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0.1,1,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0.1,2,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,0.1,3,84,84,79,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,1,1,41.77,34.79,33.28,860.2827324
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,1,2,38.35,38.65,33.5,881.3694228
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,1,3,27.02,24.73,20.875,341.2097815
Inspire,Difenoconazole ,LrwHC-1,SB15,8/11/24,7,1,10,1,12.57,13.25,7.91,49.04863219
Inspire,Difenoconazole ,LrwHC-1,SB15,8/11/24,7,1,10,2,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,8/11/24,7,1,10,3,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,8/11/24,7,1,100,1,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,8/11/24,7,1,100,2,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,8/11/24,7,1,100,3,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,500,1,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,500,2,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,500,3,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,1000,1,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,1000,2,5,5,0,0
Inspire,Difenoconazole ,LrwHC-1,SB15,7/31/23,7,1,1000,3,5,5,0,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0,1,84,84,,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0,2,84,84,,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0,3,84,84,,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0.01,1,84,84,,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0.01,2,84,84,,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0.01,3,84,84,,4901.525375
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0.1,1,78.17,69.81,,3724.36425
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0.1,2,72.93,74.96,,3732.402642
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,0.1,3,74.25,67.04,,3374.183051
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,1,1,77.77,54.88,,2850.728729
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,1,2,67.86,66.71,,3046.54078
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,1,3,63.96,69.83,,3001.999179
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,10,1,27.63,27.64,,402.3815407
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,10,2,26.87,22.54,,301.2696929
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,10,3,27.96,28.93,,431.5107853
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,100,1,7.35,10.89,,10.87076806
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,100,2,5,5,,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,100,3,5,5,,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,500,1,5,5,,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,500,2,5,5,,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,500,3,5,5,,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,1000,1,5,5,,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,1000,2,5,5,,0
Inspire,Difenoconazole ,GD-16-1,SB1,1/23/24,7,2,1000,3,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0,1,84,84,,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0,2,84,84,,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0,3,84,84,,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0.01,1,84,84,,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0.01,2,84,84,,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0.01,3,84,84,,4901.525375
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0.1,1,48.93,49.56,,1537.387898
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0.1,2,53.55,49.61,,1700.977348
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,0.1,3,55.92,53.18,,1926.780593
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,1,1,46.24,53.6,,1574.098839
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,1,2,55.53,59.09,,2146.561582
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,1,3,60.16,53.88,,2117.544411
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,10,1,9.24,9.45,,14.8184555
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,10,2,25.25,24.14,,304.3995694
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,10,3,19.28,18.31,,149.2737131
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,100,1,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,100,1,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,100,2,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,100,2,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,100,3,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,100,3,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,500,1,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,500,2,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,500,3,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,1000,1,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,1000,2,5,5,,0
Inspire,Difenoconazole ,LrwHC-1,SB15,1/23/24,7,2,1000,3,5,5,,0
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0.01,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0.01,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0.01,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0.1,1,82.2,82.54,77.37,4701.323863
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0.1,2,78.07,78.86,73.465,4238.629763
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,0.1,3,81.57,81.56,76.565,4604.024697
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,1,1,63.86,66.14,60,2826.329327
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,1,2,64.29,67.03,60.66,2888.419739
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,1,3,68.08,71.94,65.01,3316.304998
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,10,1,51.52,51.3,46.41,1691.600364
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,10,2,50.49,49.8,45.145,1600.556552
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,10,3,50.04,50.67,45.355,1615.498154
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,100,1,45.65,45.55,40.6,1294.578772
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,100,2,39.54,39.82,34.68,944.5570041
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,100,3,48.18,47.35,42.765,1436.194057
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,500,1,45.03,45.07,40.05,1259.743149
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,500,2,49.15,47.48,43.315,1472.96453
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,500,3,50.07,49.55,44.81,1576.929723
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,1000,1,32.14,31.55,26.845,565.9153076
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,1000,2,31.72,31.55,26.635,557.157591
Miravis,Pydiflumetofen,GD-16-1,SB1,6/12/24,7,1,1000,3,34.95,33.98,29.465,681.6670166
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0.01,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0.01,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0.01,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0.1,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0.1,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,0.1,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,1,1,81.09,76.38,73.735,4265.610536
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,1,2,80.12,73.86,71.99,4062.558898
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,1,3,79.3,76.32,72.81,4161.761814
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,10,1,60.45,58.72,54.585,2339.45463
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,10,2,64.42,63.21,58.815,2716.485051
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,10,3,58.49,55.19,51.84,2108.467282
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,100,1,50.52,48.92,44.72,1570.151858
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,100,2,51.88,50.08,45.98,1659.77257
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,100,3,48.56,47.8,43.18,1464.228018
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,500,1,54.25,54.26,49.255,1905.362946
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,500,2,48.51,50.36,44.435,1550.026781
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,500,3,40.07,45.42,37.745,1113.292153
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,1000,1,48.73,46.73,42.73,1433.193846
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,1000,2,46.22,47.47,41.845,1374.887999
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/12/24,7,1,1000,3,40.12,42.89,36.505,1045.095999
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0.01,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0.01,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0.01,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0.1,1,81.55,80.5,76.025,4539.094447
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0.1,2,80.41,80.69,75.55,4482.749995
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,0.1,3,79.99,79.69,74.84,4398.88781
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,1,1,57.58,54.95,51.265,2062.686124
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,1,2,68.81,66.79,62.8,3096.592179
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,1,3,69.26,69.54,64.4,3257.217467
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,10,1,38.2,38.86,33.53,882.880877
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,10,2,27.25,26.5,21.875,375.7037656
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,10,3,43.71,41.66,37.685,1114.532417
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,100,1,46.1,45.1,40.6,1294.384391
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,100,2,49.93,50.01,44.97,1588.263313
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,100,3,39.8,40.03,34.915,957.4066815
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,500,1,38.1,37.61,32.855,847.7267066
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,500,2,32.9,33.06,27.98,614.8496678
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,500,3,38.16,38.54,33.35,873.4833939
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,1000,1,9.1,7.9,3.5,9.33810875
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,1000,2,15.91,14.55,10.23,81.82861394
Miravis,Pydiflumetofen,GD-16-1,SB1,6/13/24,7,2,1000,3,20.91,19.64,15.275,182.9314299
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0.01,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0.01,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0.01,3,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0.1,1,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0.1,2,84,84,79,4901.525375
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,0.1,3,83.56,84,78.78,4874.22574
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,1,1,80.37,78.17,74.27,4331.204035
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,1,2,77.78,81.14,74.46,4352.131373
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,1,3,71.68,77.71,69.695,3807.735812
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,10,1,51.83,50.68,46.255,1680.069802
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,10,2,52.52,53.84,48.18,1822.758617
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,10,3,53.08,55.41,49.245,1903.52344
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,100,1,48.36,50.29,44.325,1542.299319
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,100,2,52.66,51.31,46.985,1733.428336
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,100,3,49.15,48.56,43.855,1510.41278
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,500,1,53.75,50.17,46.96,1729.425202
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,500,2,42.75,41.45,37.1,1080.666183
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,500,3,48.52,48.56,43.54,1488.859891
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,1000,1,34.24,34.52,29.38,677.9080548
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,1000,2,37.18,33.8,30.49,727.872984
Miravis,Pydiflumetofen,LrwHC-1,SB15,6/13/24,7,2,1000,3,42.62,40.05,36.335,1035.580553
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0,1,84,84,79,4901.525375
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0,2,84,84,79,4901.525375
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0,3,84,84,79,4901.525375
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0.01,1,84,84,79,4901.525375
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0.01,2,84,84,79,4901.525375
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0.01,3,84,84,79,4901.525375
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0.1,1,54.13,55.37,49.75,1943.550313
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0.1,2,51.78,52.5,47.14,1745.142519
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,0.1,3,57.56,55.93,51.745,2102.355258
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,1,1,5,5,0,0
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,1,2,5,5,0,0
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,1,3,5,5,0,0
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,10,1,5,5,0,0
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,10,2,5,5,0,0
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,10,3,5,5,0,0
Omega,Fluazinam,GD-16-1,SB1,7/7/23,7,1,100,1,5,5,0,0
